"","a","error","rmse","cor","auc","alpha","lambda"
"122",122,3.44767063171869,16.6104851984087,0.789875514761484,0.512967032967033,0,0.00359381366380463
"123",123,3.4481884069006,16.4386762560903,0.79107420815842,0.510769230769231,0.1,0.00359381366380463
"124",124,3.44817625844246,16.3288757371648,0.793149841878266,0.508131868131868,0.2,0.00359381366380463
"125",125,3.4474564159565,16.2333942640766,0.795166643634317,0.508571428571428,0.3,0.00359381366380463
"126",126,3.44797480794801,16.1354528515923,0.797040353861128,0.508571428571428,0.4,0.00359381366380463
"127",127,3.4487837010263,16.0429161918255,0.798867968760895,0.503736263736264,0.5,0.00359381366380463
"128",128,3.44887790411052,15.9764923736428,0.800572054208365,0.504175824175824,0.6,0.00359381366380463
"129",129,3.45058638310581,15.8972207422356,0.802100284078596,0.501538461538461,0.7,0.00359381366380463
"130",130,3.45266861086258,15.819558888279,0.803537018262142,0.502857142857143,0.8,0.00359381366380463
"131",131,3.45504445459872,15.7345858134289,0.805132002040996,0.502417582417582,0.9,0.00359381366380463
"132",132,3.45782075510276,15.645003632728,0.806813577101868,0.50065934065934,1,0.00359381366380463
"133",133,3.44761996053984,16.592813775965,0.790204974177148,0.512967032967033,0,0.00403701725859655
"134",134,3.44813589110917,16.4084554137014,0.791648652185684,0.51032967032967,0.1,0.00403701725859655
"135",135,3.44858014410952,16.2818480334296,0.79398866404711,0.508571428571428,0.2,0.00403701725859655
"136",136,3.44770132369081,16.1810255081858,0.796159160210766,0.507252747252747,0.3,0.00403701725859655
"137",137,3.44839891480539,16.073612584743,0.798271916862158,0.506373626373626,0.4,0.00403701725859655
"138",138,3.44935634848228,15.9789131024303,0.800215447460874,0.503736263736264,0.5,0.00403701725859655
"139",139,3.45030243672263,15.9041461874761,0.801953306889173,0.502417582417582,0.6,0.00403701725859655
"140",140,3.4525911593077,15.816749041773,0.803580723630193,0.502417582417582,0.7,0.00403701725859655
"141",141,3.45528888561797,15.7208869696153,0.80537611512954,0.501978021978022,0.8,0.00403701725859655
"142",142,3.45854734479388,15.6194818629676,0.807254800121764,0.50021978021978,0.9,0.00403701725859655
"143",143,3.46220766029523,15.5174716714557,0.809118083290903,0.499340659340659,1,0.00403701725859655
"144",144,3.44756234355676,16.5732259402375,0.790571563505048,0.512967032967033,0,0.00453487850812858
"145",145,3.44810001277614,16.3746776386088,0.792290755669694,0.50989010989011,0.1,0.00453487850812858
"146",146,3.44759593344138,16.2459387131339,0.794878231182838,0.508571428571428,0.2,0.00453487850812858
"147",147,3.4481443912253,16.1227257121903,0.797243201497756,0.508131868131868,0.3,0.00453487850812858
"148",148,3.44924293949006,16.0046533395741,0.799565673247014,0.504175824175824,0.4,0.00453487850812858
"149",149,3.44975929816326,15.9228206137077,0.801577317744781,0.504175824175824,0.5,0.00453487850812858
"150",150,3.45222597154722,15.8245662831816,0.80341890493135,0.501978021978022,0.6,0.00453487850812858
"151",151,3.45523858949973,15.7167737680252,0.805427558258904,0.502417582417582,0.7,0.00453487850812858
"152",152,3.45889410336985,15.6037252761852,0.807529736247527,0.50021978021978,0.8,0.00453487850812858
"153",153,3.46303045345415,15.4902688471949,0.809607232440512,0.499340659340659,0.9,0.00453487850812858
"154",154,3.4673930933739,15.3752839380106,0.811729509394987,0.495824175824176,1,0.00453487850812858
"155",155,3.44749918113435,16.5515148013612,0.790979254341643,0.512527472527472,0,0.00509413801481638
"156",156,3.44815557684412,16.3363973074024,0.793006804384916,0.509010989010989,0.1,0.00509413801481638
"157",157,3.44770165340007,16.1960948983802,0.795839321014289,0.508131868131868,0.2,0.00509413801481638
"158",158,3.4485033420764,16.0595943401984,0.798508885791147,0.505934065934066,0.3,0.00509413801481638
"159",159,3.44985314954178,15.9416249083195,0.80090430428825,0.503736263736264,0.4,0.00509413801481638
"160",160,3.45148657464205,15.8455795123466,0.803021574038089,0.502857142857143,0.5,0.00509413801481638
"161",161,3.45479177244303,15.7263764460867,0.805214318217376,0.502417582417582,0.6,0.00509413801481638
"162",162,3.45873441974745,15.601213044574,0.807579952902281,0.50065934065934,0.7,0.00509413801481638
"163",163,3.46338929654501,15.4740882198156,0.809914273611945,0.498901098901099,0.8,0.00509413801481638
"164",164,3.46840910624034,15.3446299566925,0.81227452248483,0.495384615384615,0.9,0.00509413801481638
"165",165,3.48166710681073,15.0000386859561,0.819557547389966,0.483516483516483,1,0.00509413801481638
"166",166,3.44751603232109,16.5264046129746,0.791439133032418,0.512967032967033,0,0.00572236765935022
"167",167,3.448178642394,16.2946818428135,0.793799118287495,0.509010989010989,0.1,0.00572236765935022
"168",168,3.44805155533674,16.1395667591667,0.796897092611277,0.506813186813187,0.2,0.00572236765935022
"169",169,3.44930630442516,15.9889557484192,0.799852267362365,0.504175824175824,0.3,0.00572236765935022
"170",170,3.45040962355117,15.8819472184623,0.802320512820632,0.502857142857143,0.4,0.00572236765935022
"171",171,3.45385954976139,15.7521831094253,0.804700503851829,0.502857142857143,0.5,0.00572236765935022
"172",172,3.45793160087804,15.6151021143866,0.807368484860604,0.50065934065934,0.6,0.00572236765935022
"173",173,3.46328996936288,15.4706757558843,0.809962051158148,0.498901098901099,0.7,0.00572236765935022
"174",174,3.46889556321489,15.3265135349593,0.812600070452905,0.494945054945055,0.8,0.00572236765935022
"175",175,3.48301695769334,14.9721502742699,0.820061049825657,0.483516483516483,0.9,0.00572236765935022
"176",176,3.4898875219129,14.8419850887799,0.82250736185956,0.482197802197802,1,0.00572236765935022
"177",177,3.44753289297186,16.4987177683594,0.79194889818797,0.513846153846154,0,0.00642807311728432
"178",178,3.44839514184458,16.2471986790469,0.794677080013525,0.508571428571428,0.1,0.00642807311728432
"179",179,3.44849180521024,16.0777902776938,0.798059546385315,0.507252747252747,0.2,0.00642807311728432
"180",180,3.4504094651543,15.9172865376603,0.801205931210461,0.503736263736264,0.3,0.00642807311728432
"181",181,3.45235622959983,15.7974571311735,0.803866043864786,0.502857142857143,0.4,0.00642807311728432
"182",182,3.456648060277,15.6451600665633,0.806806942344269,0.501098901098901,0.5,0.00642807311728432
"183",183,3.46247308852313,15.4846412576054,0.809701180990867,0.499340659340659,0.6,0.00642807311728432
"184",184,3.4687147311564,15.323927491226,0.812645878267039,0.494945054945055,0.7,0.00642807311728432
"185",185,3.48363726237831,14.9560930506423,0.820352621394283,0.483076923076923,0.8,0.00642807311728432
"186",186,3.49145611353751,14.8105487452429,0.82308765529554,0.482637362637363,0.9,0.00642807311728432
"187",187,3.49981122726873,14.6678706022148,0.825680429945372,0.480879120879121,1,0.00642807311728432
"188",188,3.44746950870088,16.4692291708068,0.792506845272684,0.512967032967033,0,0.00722080901838546
"189",189,3.44889475349303,16.1932202959886,0.795642549302487,0.509450549450549,0.1,0.00722080901838546
"190",190,3.44909436998863,16.0071394784964,0.799440857761033,0.505054945054945,0.2,0.00722080901838546
"191",191,3.45156391786267,15.8471975651059,0.802599427590648,0.503736263736264,0.3,0.00722080901838546
"192",192,3.4549792858365,15.6963438742025,0.805704658992291,0.501978021978022,0.4,0.00722080901838546
"193",193,3.46075571766046,15.5209527475748,0.809047322588454,0.50021978021978,0.5,0.00722080901838546
"194",194,3.46770945147131,15.3405467081125,0.812348473633241,0.496263736263736,0.6,0.00722080901838546
"195",195,3.4753155575904,15.168798577646,0.815513469074495,0.48967032967033,0.7,0.00722080901838546
"196",196,3.49219357826346,14.7930341316082,0.823408457928651,0.482197802197802,0.8,0.00722080901838546
"197",197,3.50163387700936,14.6342752946152,0.826271170626021,0.479560439560439,0.9,0.00722080901838546
"198",198,3.51106264612256,14.4945966969386,0.828529986112572,0.474285714285714,1,0.00722080901838546
"199",199,3.44749952357095,16.4355774069227,0.793131717207763,0.512087912087912,0,0.00811130830789687
"200",200,3.44841234475193,16.1443515681257,0.79670469956665,0.508571428571428,0.1,0.00811130830789687
"201",201,3.44993465565546,15.9352343084255,0.800818543912199,0.503736263736264,0.2,0.00811130830789687
"202",202,3.45246982089892,15.7740225818993,0.804255934454082,0.502857142857143,0.3,0.00811130830789687
"203",203,3.45809230259983,15.583634944338,0.807916932225592,0.50065934065934,0.4,0.00811130830789687
"204",204,3.46576762029886,15.3821605690859,0.811563866454763,0.498021978021978,0.5,0.00811130830789687
"205",205,3.47407339296465,15.1865766208354,0.815176278630777,0.49054945054945,0.6,0.00811130830789687
"206",206,3.49195199010849,14.7923308220422,0.823399951249502,0.481758241758242,0.7,0.00811130830789687
"207",207,3.50248580866779,14.6149833463883,0.826608211546789,0.479120879120879,0.8,0.00811130830789687
"208",208,3.51316683458415,14.4486679628062,0.829297886557891,0.473846153846154,0.9,0.00811130830789687
"209",209,3.52543810322063,14.2612425907113,0.832588955956056,0.469010989010989,1,0.00811130830789687
"210",210,3.44763103953335,16.3974921914288,0.793828849225552,0.511648351648351,0,0.00911162756115489
"211",211,3.44872668766523,16.0844370560215,0.797839311036381,0.508571428571429,0.1,0.00911162756115489
"212",212,3.45121894973279,15.8580471956134,0.802249152666243,0.504615384615385,0.2,0.00911162756115489
"213",213,3.45510507544773,15.6717063258531,0.806123477461709,0.501538461538461,0.3,0.00911162756115489
"214",214,3.46267748028317,15.4514187462232,0.810305187067684,0.498901098901099,0.4,0.00911162756115489
"215",215,3.47165363391008,15.2301782786963,0.814365615733492,0.493626373626373,0.5,0.00911162756115489
"216",216,3.49039019080753,14.815143388406,0.82295105593099,0.482197802197802,0.6,0.00911162756115489
"217",217,3.50216063282592,14.615208917686,0.826598221917538,0.479120879120879,0.7,0.00911162756115489
"218",218,3.51417810231712,14.4283679150244,0.829653548661614,0.473846153846154,0.8,0.00911162756115489
"219",219,3.52815828971226,14.2173510612821,0.833347357591971,0.467692307692308,0.9,0.00911162756115489
"220",220,3.53397915661026,14.1887725473555,0.833811469180132,0.524395604395604,1,0.00911162756115489
"221",221,3.44770413109823,16.3566936030603,0.79459128888709,0.50989010989011,0,0.0102353102189903
"222",222,3.44933521198733,16.0160618826249,0.799118876785648,0.506373626373626,0.1,0.0102353102189903
"223",223,3.45275553661843,15.773992091721,0.803832107691503,0.503736263736264,0.2,0.0102353102189903
"224",224,3.45831915184857,15.5558931505767,0.808360090999219,0.501098901098901,0.3,0.0102353102189903
"225",225,3.46804426578672,15.3061499821482,0.812913232530194,0.495824175824176,0.4,0.0102353102189903
"226",226,3.48743085018967,14.86649824805,0.821961482469642,0.481758241758242,0.5,0.0102353102189903
"227",227,3.50026039656529,14.6404798036894,0.826153676237019,0.48043956043956,0.6,0.0102353102189903
"228",228,3.51459947277378,14.4126016941678,0.830103583616563,0.473406593406593,0.7,0.0102353102189903
"229",229,3.52936558711989,14.194885491958,0.833742222770008,0.468131868131868,0.8,0.0102353102189903
"230",230,3.53708444950987,14.139881839322,0.83467458110892,0.524835164835165,0.9,0.0102353102189903
"231",231,3.55352965287085,13.9269374232452,0.838429601030996,0.527032967032967,1,0.0102353102189903
"232",232,3.44790083479647,16.3108308634882,0.795437997093235,0.509450549450549,0,0.0114975699539774
"233",233,3.44997423810132,15.9450538489441,0.800498929732478,0.505054945054945,0.1,0.0114975699539774
"234",234,3.45369876724075,15.6955369551037,0.805633485096728,0.503296703296703,0.2,0.0114975699539774
"235",235,3.46263720235394,15.4258201259728,0.810834501254028,0.498901098901099,0.3,0.0114975699539774
"236",236,3.47439959774251,15.1508630655296,0.815799620668417,0.490989010989011,0.4,0.0114975699539774
"237",237,3.49650359513566,14.697949052086,0.825146943199132,0.481318681318681,0.5,0.0114975699539774
"238",238,3.51225907391395,14.443739170994,0.829572991220093,0.475604395604396,0.6,0.0114975699539774
"239",239,3.52875776929471,14.1986672804585,0.833673981983023,0.467692307692308,0.7,0.0114975699539774
"240",240,3.53861768186207,14.1126839747226,0.835156321012911,0.526153846153846,0.8,0.0114975699539774
"241",241,3.55741005264861,13.8748427534274,0.839326627185091,0.528351648351648,0.9,0.0114975699539774
"242",242,3.58269439954414,13.4458502103949,0.846244808758194,0.534505494505494,1,0.0114975699539774
"243",243,3.44815154353151,16.2605684912541,0.796369037094926,0.509450549450549,0,0.0129154966501488
"244",244,3.45106238375136,15.8627326516621,0.80202424818914,0.504615384615385,0.1,0.0129154966501488
"245",245,3.45652881265389,15.5867175597707,0.807685291838792,0.50021978021978,0.2,0.0129154966501488
"246",246,3.46825571676266,15.2780400438214,0.813417816513042,0.495824175824176,0.3,0.0129154966501488
"247",247,3.49081148227826,14.7906536057463,0.823365007645128,0.481318681318681,0.4,0.0129154966501488
"248",248,3.50764187971008,14.5079344438932,0.82847439744866,0.476043956043956,0.5,0.0129154966501488
"249",249,3.52580868489099,14.2358033000724,0.833033584341898,0.469010989010989,0.6,0.0129154966501488
"250",250,3.53804407648082,14.1147400490184,0.835121960367232,0.526153846153846,0.7,0.0129154966501488
"251",251,3.55921062116429,13.8490410857617,0.839776764999284,0.528351648351648,0.8,0.0129154966501488
"252",252,3.58697655898524,13.4001642451898,0.846967761803329,0.534505494505494,0.9,0.0129154966501488
"253",253,3.61121823017435,13.1956689532589,0.850158336154268,0.538461538461538,1,0.0129154966501488
"254",254,3.44856164218789,16.2045851118859,0.797396947908595,0.50989010989011,0,0.0145082877849594
"255",255,3.45252230554773,15.7735118924645,0.803671328787365,0.505054945054945,0.1,0.0145082877849594
"256",256,3.46024931159511,15.4624974545302,0.810048446038636,0.498901098901099,0.2,0.0145082877849594
"257",257,3.47460122088773,15.1226079360009,0.81630227567497,0.491428571428571,0.3,0.0145082877849594
"258",258,3.50061331894252,14.6135930119355,0.826639718589698,0.479560439560439,0.4,0.0145082877849594
"259",259,3.52145780789431,14.2879212132121,0.832218190077398,0.471208791208791,0.5,0.0145082877849594
"260",260,3.53494300644558,14.1449294981226,0.834579290593962,0.525714285714286,0.6,0.0145082877849594
"261",261,3.55847523200172,13.8532838126707,0.839699858898368,0.528791208791209,0.7,0.0145082877849594
"262",262,3.58885024641239,13.378531162948,0.847320157698959,0.534505494505494,0.8,0.0145082877849594
"263",263,3.6163400323778,13.1452614370623,0.850940846756361,0.538461538461538,0.9,0.0145082877849594
"264",264,3.64444846975257,12.9057488312345,0.854763293229359,0.541978021978022,1,0.0145082877849594
"265",265,3.44898234462385,16.1444447770135,0.798516459929003,0.509010989010989,0,0.0162975083462064
"266",266,3.45434286605336,15.6774648052167,0.805482118216543,0.502857142857143,0.1,0.0162975083462064
"267",267,3.46482761508377,15.3276233208717,0.812646252912279,0.496703296703297,0.2,0.0162975083462064
"268",268,3.48265843003812,14.9527728555297,0.819376844331125,0.48967032967033,0.3,0.0162975083462064
"269",269,3.51259946850524,14.4131972391843,0.830111831593751,0.475164835164835,0.4,0.0162975083462064
"270",270,3.53521435818775,14.1353280327348,0.834152950239823,0.468131868131868,0.5,0.0162975083462064
"271",271,3.55464192675862,13.8944968693703,0.838984357299657,0.528351648351648,0.6,0.0162975083462064
"272",272,3.58774303543894,13.3844639958901,0.84724878815463,0.534945054945055,0.7,0.0162975083462064
"273",273,3.61853347166844,13.1216595330956,0.85132018939788,0.538461538461538,0.8,0.0162975083462064
"274",274,3.6502795889369,12.8562230172782,0.855556975556496,0.542857142857143,0.9,0.0162975083462064
"275",275,3.6834771780215,12.6126606005364,0.859454391690152,0.548571428571429,1,0.0162975083462064
"276",276,3.4496157632219,16.0778718617934,0.799745921877097,0.508131868131868,0,0.0183073828029537
"277",277,3.45666144367417,15.5750200897836,0.807373668052771,0.501098901098901,0.1,0.0183073828029537
"278",278,3.47093610922597,15.1747057476686,0.815346400176653,0.493626373626373,0.2,0.0183073828029537
"279",279,3.50085336929023,14.5963546894274,0.826957069931967,0.48,0.3,0.0183073828029537
"280",280,3.52757167405344,14.1803145554821,0.834072173503417,0.46989010989011,0.4,0.0183073828029537
"281",281,3.54717078810883,13.9788015739047,0.837503983731683,0.526153846153846,0.5,0.0183073828029537
"282",282,3.58304688865865,13.4272593728103,0.846574692286975,0.534065934065934,0.6,0.0183073828029537
